TRANSPORT,START,END,A,B,SPEED
CARGO_180,1859-12-21 11:51:29,1859-12-22 02:57:03,Copperhold,Cogburg,69.37
CARGO_180,1859-12-22 02:57:03,1859-12-22 20:44:13,Cogburg,Steamdrift,71.35
CARGO_181,1859-11-24 08:00:00,1859-11-25 03:09:04,Steamdrift,Cogburg,66.26
CARGO_181,1859-11-25 03:09:04,1859-11-25 16:22:02,Cogburg,Irondale,78.24
CARGO_181,1859-11-25 16:22:02,1859-11-25 23:08:08,Irondale,Gizbourne,77.72
CARGO_182,1859-11-25 23:08:08,1859-11-26 05:34:40,Gizbourne,Irondale,81.65
CARGO_182,1859-11-26 05:34:40,1859-11-26 18:13:32,Irondale,Cogburg,81.75
CARGO_183,1859-11-26 18:13:32,1859-11-27 05:54:19,Cogburg,Irondale,88.53
CARGO_183,1859-11-27 05:54:19,1859-11-27 12:18:21,Irondale,Gizbourne,82.18
CARGO_184,1859-11-27 12:18:21,1859-11-27 18:54:22,Gizbourne,Irondale,79.69
CARGO_185,1859-11-27 18:54:22,1859-11-28 07:03:35,Irondale,Cogburg,85.08
CARGO_186,1859-11-28 07:03:35,1859-11-29 01:01:50,Cogburg,Steamdrift,70.61
CARGO_187,1859-11-29 01:01:50,1859-11-29 18:05:48,Steamdrift,Cogburg,74.36
CARGO_188,1859-11-29 18:05:48,1859-11-30 13:58:16,Cogburg,Rustport,71.5
CARGO_189,1859-11-30 13:58:16,1859-12-01 08:18:16,Rustport,Irondale,71.02
CARGO_190,1859-12-01 08:18:16,1859-12-01 16:53:20,Irondale,Leverstorm,73.27
CARGO_191,1859-12-01 16:53:20,1859-12-02 01:25:40,Leverstorm,Copperhold,66.64
CARGO_191,1859-12-02 01:25:40,1859-12-02 17:22:14,Copperhold,Cogburg,65.67
CARGO_192,1859-12-02 17:22:14,1859-12-03 12:38:17,Cogburg,Rustport,73.75
CARGO_193,1859-12-03 12:38:17,1859-12-04 05:50:27,Rustport,Irondale,75.69
CARGO_193,1859-12-04 05:50:27,1859-12-04 10:14:09,Irondale,Copperhold,78.5
CARGO_194,1859-12-04 10:14:09,1859-12-04 23:50:01,Copperhold,Cogburg,77.0
CARGO_194,1859-12-04 23:50:01,1859-12-05 16:52:19,Cogburg,Steamdrift,74.48
CARGO_195,1859-12-05 16:52:19,1859-12-06 11:35:02,Steamdrift,Cogburg,67.82
CARGO_195,1859-12-06 11:35:02,1859-12-07 01:55:01,Cogburg,Irondale,72.14
CARGO_196,1859-12-07 01:55:01,1859-12-07 14:08:25,Irondale,Cogburg,84.59
CARGO_196,1859-12-07 14:08:25,1859-12-08 06:29:24,Cogburg,Steamdrift,77.62
CARGO_197,1859-12-08 06:29:24,1859-12-09 01:30:35,Steamdrift,Cogburg,66.72
CARGO_197,1859-12-09 01:30:35,1859-12-09 15:25:20,Cogburg,Irondale,74.32
CARGO_198,1859-12-09 15:25:20,1859-12-10 10:31:13,Irondale,Rustport,68.17
CARGO_199,1859-12-10 10:31:13,1859-12-11 09:03:05,Rustport,Steamdrift,86.41
CARGO_200,1859-12-11 09:03:05,1859-12-12 01:07:16,Steamdrift,Cogburg,78.97
CARGO_200,1859-12-12 01:07:16,1859-12-12 12:59:39,Cogburg,Irondale,87.09
CARGO_200,1859-12-12 12:59:39,1859-12-12 19:05:31,Irondale,Gizbourne,86.26
CARGO_201,1859-12-12 19:05:31,1859-12-13 01:19:15,Gizbourne,Irondale,84.44
CARGO_202,1859-12-13 01:19:15,1859-12-13 13:32:31,Irondale,Cogburg,84.61
CARGO_202,1859-12-13 13:32:31,1859-12-14 06:35:17,Cogburg,Steamdrift,74.45
CARGO_203,1859-12-14 06:35:17,1859-12-15 00:28:22,Steamdrift,Cogburg,70.95
CARGO_204,1859-12-15 00:28:22,1859-12-15 16:40:06,Cogburg,Steamdrift,78.35
CARGO_205,1859-12-15 16:40:06,1859-12-16 10:47:43,Steamdrift,Cogburg,70.01
CARGO_206,1859-12-16 10:47:43,1859-12-16 23:30:02,Cogburg,Irondale,81.38
CARGO_206,1859-12-16 23:30:02,1859-12-17 08:40:06,Irondale,Leverstorm,68.61
CARGO_207,1859-12-17 08:40:06,1859-12-17 16:52:22,Leverstorm,Irondale,76.67
CARGO_208,1859-12-17 16:52:22,1859-12-18 01:12:06,Irondale,Leverstorm,75.52
CARGO_209,1859-12-18 01:12:06,1859-12-18 07:39:38,Leverstorm,Copperhold,88.09
CARGO_210,1859-12-18 07:39:38,1859-12-18 11:55:45,Copperhold,Irondale,80.82
CARGO_210,1859-12-18 11:55:45,1859-12-18 18:28:42,Irondale,Gizbourne,80.31
CARGO_211,1859-11-24 08:00:00,1859-11-24 15:00:10,Gizbourne,Irondale,75.11
CARGO_211,1859-11-24 15:00:10,1859-11-25 04:25:00,Irondale,Cogburg,77.08
CARGO_211,1859-11-25 04:25:00,1859-11-25 22:39:55,Cogburg,Steamdrift,69.54
CARGO_212,1859-11-25 22:39:55,1859-11-26 15:18:59,Steamdrift,Cogburg,76.21
CARGO_212,1859-11-26 15:18:59,1859-11-27 04:13:03,Cogburg,Irondale,80.15
CARGO_212,1859-11-27 04:13:03,1859-11-27 12:29:33,Irondale,Leverstorm,76.01
CARGO_213,1859-11-27 12:29:33,1859-11-27 23:17:29,Leverstorm,Gizbourne,80.19
CARGO_214,1859-11-27 23:17:29,1859-11-28 12:56:51,Gizbourne,Rustport,89.34
CARGO_215,1859-11-28 12:56:51,1859-11-29 12:26:13,Rustport,Steamdrift,82.89
CARGO_216,1859-11-29 12:26:13,1859-11-30 07:51:53,Steamdrift,Cogburg,65.32
CARGO_216,1859-11-30 07:51:53,1859-11-30 20:24:16,Cogburg,Irondale,82.46
CARGO_217,1859-11-30 20:24:16,1859-12-01 09:40:10,Irondale,Cogburg,77.95
CARGO_218,1859-12-01 09:40:10,1859-12-02 05:39:45,Cogburg,Rustport,71.08
CARGO_219,1859-12-02 05:39:45,1859-12-03 06:50:12,Rustport,Steamdrift,77.34
CARGO_220,1859-12-03 06:50:12,1859-12-04 04:59:43,Steamdrift,Rustport,87.87
CARGO_221,1859-12-04 04:59:43,1859-12-04 18:23:10,Rustport,Gizbourne,91.11
CARGO_222,1859-12-04 18:23:10,1859-12-05 09:08:01,Gizbourne,Rustport,82.73
CARGO_223,1859-12-05 09:08:01,1859-12-06 05:19:23,Rustport,Cogburg,70.38
CARGO_224,1859-12-06 05:19:23,1859-12-06 18:10:38,Cogburg,Irondale,80.44
CARGO_224,1859-12-06 18:10:38,1859-12-07 03:29:21,Irondale,Leverstorm,67.55
CARGO_225,1859-12-07 03:29:21,1859-12-07 11:52:03,Leverstorm,Irondale,75.08
CARGO_225,1859-12-07 11:52:03,1859-12-08 04:13:32,Irondale,Rustport,79.59
CARGO_226,1859-12-08 04:13:32,1859-12-08 20:17:55,Rustport,Irondale,81.01
CARGO_226,1859-12-08 20:17:55,1859-12-09 00:56:22,Irondale,Copperhold,74.34
CARGO_227,1859-12-09 00:56:22,1859-12-09 14:11:15,Copperhold,Cogburg,79.03
CARGO_228,1859-12-09 14:11:15,1859-12-10 03:37:36,Cogburg,Irondale,76.94
CARGO_228,1859-12-10 03:37:36,1859-12-10 13:04:07,Irondale,Leverstorm,66.62
CARGO_229,1859-12-10 13:04:07,1859-12-10 21:15:13,Leverstorm,Irondale,76.85
CARGO_229,1859-12-10 21:15:13,1859-12-11 09:44:09,Irondale,Cogburg,82.84
CARGO_230,1859-12-11 09:44:09,1859-12-11 21:23:26,Cogburg,Irondale,88.72
CARGO_230,1859-12-11 21:23:26,1859-12-12 05:33:27,Irondale,Leverstorm,77.02
CARGO_231,1859-12-12 05:33:27,1859-12-12 14:53:33,Leverstorm,Irondale,67.38
CARGO_231,1859-12-12 14:53:33,1859-12-13 04:56:11,Irondale,Cogburg,73.63
CARGO_231,1859-12-13 04:56:11,1859-12-14 00:17:08,Cogburg,Steamdrift,65.58
CARGO_232,1859-12-14 00:17:08,1859-12-14 15:51:30,Steamdrift,Cogburg,81.49
CARGO_232,1859-12-14 15:51:30,1859-12-15 04:34:55,Cogburg,Copperhold,82.29
CARGO_232,1859-12-15 04:34:55,1859-12-15 11:33:46,Copperhold,Leverstorm,81.51
CARGO_233,1859-12-15 11:33:46,1859-12-15 21:13:38,Leverstorm,Irondale,65.08
CARGO_233,1859-12-15 21:13:38,1859-12-16 11:35:34,Irondale,Cogburg,71.98
CARGO_233,1859-12-16 11:35:34,1859-12-17 06:25:40,Cogburg,Steamdrift,67.38
CARGO_234,1859-12-17 06:25:40,1859-12-17 23:39:47,Steamdrift,Cogburg,73.63
CARGO_235,1859-12-17 23:39:47,1859-12-18 15:21:53,Cogburg,Rustport,90.5
CARGO_236,1859-12-18 15:21:53,1859-12-19 06:12:39,Rustport,Gizbourne,82.18
CARGO_237,1859-12-19 06:12:39,1859-12-19 18:41:17,Gizbourne,Leverstorm,69.41
CARGO_238,1859-12-19 18:41:17,1859-12-20 04:36:54,Leverstorm,Irondale,63.36
CARGO_238,1859-12-20 04:36:54,1859-12-20 17:57:55,Irondale,Cogburg,77.45
CARGO_238,1859-12-20 17:57:55,1859-12-21 13:29:21,Cogburg,Steamdrift,65.0
CARGO_239,1859-12-21 13:29:21,1859-12-22 07:22:08,Steamdrift,Cogburg,70.97
CARGO_240,1859-12-22 07:22:08,1859-12-22 21:04:44,Cogburg,Irondale,75.42
CARGO_240,1859-12-22 21:04:44,1859-12-23 04:45:40,Irondale,Gizbourne,68.47
CARGO_241,1859-11-24 08:00:00,1859-11-24 15:30:16,Gizbourne,Irondale,70.09
CARGO_241,1859-11-24 15:30:16,1859-11-25 05:05:30,Irondale,Cogburg,76.1
CARGO_241,1859-11-25 05:05:30,1859-11-26 00:54:05,Cogburg,Steamdrift,64.06
CARGO_242,1859-11-26 00:54:05,1859-11-26 22:17:09,Steamdrift,Rustport,91.05
CARGO_243,1859-11-26 22:17:09,1859-11-27 12:13:40,Rustport,Irondale,93.39
CARGO_243,1859-11-27 12:13:40,1859-11-27 19:05:05,Irondale,Leverstorm,91.73
CARGO_244,1859-11-27 19:05:05,1859-11-28 02:38:39,Leverstorm,Irondale,83.21
CARGO_244,1859-11-28 02:38:39,1859-11-28 13:34:50,Irondale,Cogburg,94.55
CARGO_245,1859-11-28 13:34:50,1859-11-29 02:41:08,Cogburg,Irondale,78.9
CARGO_246,1859-11-29 02:41:08,1859-11-29 14:19:48,Irondale,Cogburg,88.8
CARGO_247,1859-11-29 14:19:48,1859-11-30 04:10:29,Cogburg,Irondale,74.69
CARGO_247,1859-11-30 04:10:29,1859-11-30 12:57:24,Irondale,Leverstorm,71.62
CARGO_248,1859-11-30 12:57:24,1859-11-30 21:16:06,Leverstorm,Copperhold,68.46
CARGO_249,1859-11-30 21:16:06,1859-12-01 04:28:16,Copperhold,Leverstorm,79.0
CARGO_250,1859-12-01 04:28:16,1859-12-01 11:35:53,Leverstorm,Copperhold,79.84
CARGO_250,1859-12-01 11:35:53,1859-12-02 00:15:25,Copperhold,Cogburg,82.71
CARGO_251,1859-12-02 00:15:25,1859-12-02 14:29:44,Cogburg,Copperhold,73.53
CARGO_252,1859-12-02 14:29:44,1859-12-03 05:51:29,Copperhold,Cogburg,68.15
CARGO_252,1859-12-03 05:51:29,1859-12-04 01:43:30,Cogburg,Steamdrift,63.87
CARGO_253,1859-12-04 01:43:30,1859-12-04 16:00:05,Steamdrift,Cogburg,88.89
CARGO_253,1859-12-04 16:00:05,1859-12-05 04:42:04,Cogburg,Copperhold,82.44
CARGO_254,1859-12-05 04:42:04,1859-12-05 09:04:54,Copperhold,Irondale,78.76
CARGO_255,1859-12-05 09:04:54,1859-12-06 03:17:44,Irondale,Rustport,71.48
CARGO_256,1859-12-06 03:17:44,1859-12-07 01:28:53,Rustport,Steamdrift,87.76
CARGO_257,1859-12-07 01:28:53,1859-12-07 16:35:02,Steamdrift,Cogburg,84.03
CARGO_257,1859-12-07 16:35:02,1859-12-08 04:12:34,Cogburg,Irondale,88.94
CARGO_257,1859-12-08 04:12:34,1859-12-08 12:26:35,Irondale,Leverstorm,76.4
CARGO_258,1859-12-08 12:26:35,1859-12-08 21:27:09,Leverstorm,Irondale,69.82
CARGO_258,1859-12-08 21:27:09,1859-12-09 10:59:30,Irondale,Cogburg,76.37
CARGO_258,1859-12-09 10:59:30,1859-12-10 05:40:32,Cogburg,Steamdrift,67.92
CARGO_259,1859-12-10 05:40:32,1859-12-11 04:35:06,Steamdrift,Rustport,84.99
CARGO_260,1859-12-11 04:35:06,1859-12-11 20:07:07,Rustport,Cogburg,91.48
CARGO_261,1859-12-11 20:07:07,1859-12-12 06:26:06,Cogburg,Irondale,100.23
CARGO_262,1859-12-12 06:26:06,1859-12-12 20:29:01,Irondale,Cogburg,73.6
CARGO_263,1859-12-12 20:29:01,1859-12-13 08:58:56,Cogburg,Irondale,82.73
CARGO_263,1859-12-13 08:58:56,1859-12-13 17:05:52,Irondale,Leverstorm,77.51
CARGO_264,1859-12-13 17:05:52,1859-12-14 01:24:49,Leverstorm,Copperhold,68.42
CARGO_265,1859-12-14 01:24:49,1859-12-14 14:56:07,Copperhold,Cogburg,77.43
CARGO_265,1859-12-14 14:56:07,1859-12-15 07:43:22,Cogburg,Steamdrift,75.59
CARGO_266,1859-12-15 07:43:22,1859-12-16 02:01:04,Steamdrift,Cogburg,69.36
CARGO_266,1859-12-16 02:01:04,1859-12-16 17:57:00,Cogburg,Copperhold,65.72
CARGO_267,1859-12-16 17:57:00,1859-12-16 22:51:10,Copperhold,Irondale,70.37
CARGO_268,1859-12-16 22:51:10,1859-12-17 05:02:56,Irondale,Gizbourne,84.89
CARGO_269,1859-12-17 05:02:56,1859-12-17 11:14:04,Gizbourne,Irondale,85.04
CARGO_269,1859-12-17 11:14:04,1859-12-17 23:30:40,Irondale,Cogburg,84.22
CARGO_270,1859-12-17 23:30:40,1859-12-18 13:30:51,Cogburg,Steamdrift,90.62
CARGO_271,1859-11-24 08:00:00,1859-11-25 02:17:09,Steamdrift,Cogburg,69.4
CARGO_271,1859-11-25 02:17:09,1859-11-25 16:47:26,Cogburg,Irondale,71.29
CARGO_271,1859-11-25 16:47:26,1859-11-26 00:17:00,Irondale,Gizbourne,70.2
CARGO_272,1859-11-26 00:17:00,1859-11-26 14:06:41,Gizbourne,Rustport,88.23
CARGO_273,1859-11-26 14:06:41,1859-11-27 05:24:33,Rustport,Irondale,85.11
CARGO_273,1859-11-27 05:24:33,1859-11-27 09:50:48,Irondale,Copperhold,77.75
CARGO_274,1859-11-27 09:50:48,1859-11-27 16:57:38,Copperhold,Leverstorm,79.98
CARGO_275,1859-11-27 16:57:38,1859-11-28 00:14:11,Leverstorm,Copperhold,78.21
CARGO_276,1859-11-28 00:14:11,1859-11-28 13:42:18,Copperhold,Cogburg,77.74
CARGO_276,1859-11-28 13:42:18,1859-11-29 05:38:25,Cogburg,Steamdrift,79.63
CARGO_277,1859-11-29 05:38:25,1859-11-29 22:49:20,Steamdrift,Cogburg,73.86
CARGO_277,1859-11-29 22:49:20,1859-11-30 13:13:00,Cogburg,Copperhold,72.74
CARGO_278,1859-11-30 13:13:00,1859-11-30 18:06:17,Copperhold,Irondale,70.58
CARGO_279,1859-11-30 18:06:17,1859-12-01 03:35:11,Irondale,Leverstorm,66.34
CARGO_280,1859-12-01 03:35:11,1859-12-01 11:20:50,Leverstorm,Copperhold,73.32
CARGO_281,1859-12-01 11:20:50,1859-12-02 02:50:54,Copperhold,Cogburg,67.54
CARGO_281,1859-12-02 02:50:54,1859-12-02 21:31:55,Cogburg,Steamdrift,67.92
CARGO_282,1859-12-02 21:31:55,1859-12-03 14:10:39,Steamdrift,Cogburg,76.24
CARGO_283,1859-12-03 14:10:39,1859-12-04 01:54:57,Cogburg,Irondale,88.09
CARGO_283,1859-12-04 01:54:57,1859-12-04 10:01:10,Irondale,Leverstorm,77.62
CARGO_284,1859-12-04 10:01:10,1859-12-04 18:04:59,Leverstorm,Irondale,78.01
CARGO_284,1859-12-04 18:04:59,1859-12-05 10:52:45,Irondale,Rustport,77.52
CARGO_285,1859-12-05 10:52:45,1859-12-06 05:11:59,Rustport,Irondale,71.07
CARGO_285,1859-12-06 05:11:59,1859-12-06 14:24:58,Irondale,Leverstorm,68.25
CARGO_286,1859-12-06 14:24:58,1859-12-06 22:28:29,Leverstorm,Copperhold,70.61
CARGO_286,1859-12-06 22:28:29,1859-12-07 13:32:30,Copperhold,Cogburg,69.49
CARGO_286,1859-12-07 13:32:30,1859-12-08 08:00:03,Cogburg,Steamdrift,68.75
CARGO_287,1859-12-08 08:00:03,1859-12-09 01:40:51,Steamdrift,Cogburg,71.78
CARGO_287,1859-12-09 01:40:51,1859-12-09 15:28:08,Cogburg,Irondale,74.99
CARGO_288,1859-12-09 15:28:08,1859-12-10 05:35:52,Irondale,Cogburg,73.18
CARGO_289,1859-12-10 05:35:52,1859-12-10 17:28:04,Cogburg,Irondale,87.11
CARGO_289,1859-12-10 17:28:04,1859-12-11 01:24:59,Irondale,Leverstorm,79.13
CARGO_290,1859-12-11 01:24:59,1859-12-11 11:12:09,Leverstorm,Gizbourne,88.49
CARGO_291,1859-12-11 11:12:09,1859-12-11 17:54:45,Gizbourne,Irondale,78.39
CARGO_291,1859-12-11 17:54:45,1859-12-12 06:01:08,Irondale,Cogburg,85.41
CARGO_292,1859-12-12 06:01:08,1859-12-13 02:35:12,Cogburg,Rustport,69.09
CARGO_293,1859-12-13 02:35:12,1859-12-13 18:00:36,Rustport,Irondale,84.42
CARGO_293,1859-12-13 18:00:36,1859-12-14 02:55:37,Irondale,Leverstorm,70.54
CARGO_294,1859-12-14 02:55:37,1859-12-14 14:23:42,Leverstorm,Gizbourne,75.51
CARGO_295,1859-12-14 14:23:42,1859-12-14 21:29:53,Gizbourne,Irondale,74.05
CARGO_295,1859-12-14 21:29:53,1859-12-15 02:28:47,Irondale,Copperhold,69.25
CARGO_296,1859-12-15 02:28:47,1859-12-15 06:44:30,Copperhold,Irondale,80.95
CARGO_296,1859-12-15 06:44:30,1859-12-15 23:35:39,Irondale,Rustport,77.26
CARGO_297,1859-12-15 23:35:39,1859-12-16 16:09:08,Rustport,Irondale,78.63
CARGO_298,1859-12-16 16:09:08,1859-12-17 06:22:48,Irondale,Cogburg,72.67
CARGO_298,1859-12-17 06:22:48,1859-12-18 01:39:17,Cogburg,Steamdrift,65.84
CARGO_299,1859-12-18 01:39:17,1859-12-18 15:13:46,Steamdrift,Cogburg,93.48
CARGO_299,1859-12-18 15:13:46,1859-12-19 01:28:00,Cogburg,Irondale,101.0
CARGO_299,1859-12-19 01:28:00,1859-12-19 07:10:45,Irondale,Gizbourne,92.08
CARGO_300,1859-12-19 07:10:45,1859-12-19 15:07:47,Gizbourne,Irondale,66.16
CARGO_300,1859-12-19 15:07:47,1859-12-20 05:17:09,Irondale,Cogburg,73.04
CARGO_300,1859-12-20 05:17:09,1859-12-21 00:11:30,Cogburg,Steamdrift,67.12
CARGO_301,1859-11-24 08:00:00,1859-11-25 03:28:45,Steamdrift,Cogburg,65.15
CARGO_302,1859-11-25 03:28:45,1859-11-25 17:17:21,Cogburg,Copperhold,75.81
CARGO_303,1859-11-25 17:17:21,1859-11-25 21:59:38,Copperhold,Irondale,73.33
CARGO_304,1859-11-25 21:59:38,1859-11-26 02:42:21,Irondale,Copperhold,73.22
CARGO_305,1859-11-26 02:42:21,1859-11-26 06:33:08,Copperhold,Irondale,89.7
CARGO_305,1859-11-26 06:33:08,1859-11-26 12:08:59,Irondale,Gizbourne,93.97
CARGO_306,1859-11-26 12:08:59,1859-11-26 18:24:30,Gizbourne,Irondale,84.05
CARGO_306,1859-11-26 18:24:30,1859-11-27 06:13:17,Irondale,Cogburg,87.53
CARGO_306,1859-11-27 06:13:17,1859-11-27 22:46:19,Cogburg,Steamdrift,76.67
CARGO_307,1859-11-27 22:46:19,1859-11-28 12:51:25,Steamdrift,Cogburg,90.1
CARGO_307,1859-11-28 12:51:25,1859-11-28 23:02:13,Cogburg,Irondale,101.57
CARGO_307,1859-11-28 23:02:13,1859-11-29 04:32:23,Irondale,Gizbourne,95.59
CARGO_308,1859-11-29 04:32:23,1859-11-29 15:40:41,Gizbourne,Leverstorm,77.75
CARGO_309,1859-11-29 15:40:41,1859-11-30 01:18:42,Leverstorm,Irondale,65.29
CARGO_309,1859-11-30 01:18:42,1859-11-30 14:51:23,Irondale,Cogburg,76.34
CARGO_309,1859-11-30 14:51:23,1859-12-01 09:13:38,Cogburg,Steamdrift,69.08
CARGO_310,1859-12-01 09:13:38,1859-12-02 11:23:01,Steamdrift,Rustport,74.44
CARGO_311,1859-12-02 11:23:01,1859-12-03 05:28:53,Rustport,Irondale,71.94
CARGO_311,1859-12-03 05:28:53,1859-12-03 14:24:11,Irondale,Leverstorm,70.5
CARGO_312,1859-12-03 14:24:11,1859-12-03 23:05:07,Leverstorm,Irondale,72.45
CARGO_312,1859-12-03 23:05:07,1859-12-04 10:45:38,Irondale,Cogburg,88.56
CARGO_313,1859-12-04 10:45:38,1859-12-05 03:53:45,Cogburg,Rustport,82.93
CARGO_314,1859-12-05 03:53:45,1859-12-05 20:48:31,Rustport,Irondale,76.98
CARGO_314,1859-12-05 20:48:31,1859-12-06 01:21:46,Irondale,Copperhold,75.76
CARGO_315,1859-12-06 01:21:46,1859-12-06 05:45:25,Copperhold,Irondale,78.51
CARGO_315,1859-12-06 05:45:25,1859-12-06 12:02:41,Irondale,Gizbourne,83.65
CARGO_316,1859-12-06 12:02:41,1859-12-07 04:28:28,Gizbourne,Rustport,74.26
CARGO_317,1859-12-07 04:28:28,1859-12-07 20:07:25,Rustport,Irondale,83.2
CARGO_318,1859-12-07 20:07:25,1859-12-08 13:08:27,Irondale,Rustport,76.51
CARGO_319,1859-12-08 13:08:27,1859-12-09 06:39:34,Rustport,Irondale,74.32
CARGO_319,1859-12-09 06:39:34,1859-12-09 16:06:09,Irondale,Leverstorm,66.61
CARGO_320,1859-12-09 16:06:09,1859-12-10 00:54:47,Leverstorm,Irondale,71.39
CARGO_320,1859-12-10 00:54:47,1859-12-10 20:04:20,Irondale,Rustport,67.96
CARGO_321,1859-12-10 20:04:20,1859-12-11 12:39:06,Rustport,Cogburg,85.71
CARGO_322,1859-12-11 12:39:06,1859-12-12 06:03:23,Cogburg,Steamdrift,72.91
CARGO_323,1859-12-12 06:03:23,1859-12-13 03:16:42,Steamdrift,Cogburg,59.8
CARGO_323,1859-12-13 03:16:42,1859-12-13 16:22:31,Cogburg,Irondale,78.95
CARGO_323,1859-12-13 16:22:31,1859-12-13 23:53:03,Irondale,Gizbourne,70.05
CARGO_324,1859-12-13 23:53:03,1859-12-14 06:18:59,Gizbourne,Irondale,81.77
CARGO_324,1859-12-14 06:18:59,1859-12-14 18:59:09,Irondale,Cogburg,81.61
CARGO_325,1859-12-14 18:59:09,1859-12-15 08:09:09,Cogburg,Irondale,78.53
CARGO_325,1859-12-15 08:09:09,1859-12-15 16:49:31,Irondale,Leverstorm,72.53
CARGO_326,1859-12-15 16:49:31,1859-12-16 02:17:16,Leverstorm,Irondale,66.47
CARGO_326,1859-12-16 02:17:16,1859-12-16 16:23:18,Irondale,Cogburg,73.33
CARGO_326,1859-12-16 16:23:18,1859-12-17 11:01:08,Cogburg,Steamdrift,68.11
CARGO_327,1859-12-17 11:01:08,1859-12-18 09:13:20,Steamdrift,Rustport,87.69
CARGO_328,1859-12-18 09:13:20,1859-12-19 02:24:34,Rustport,Cogburg,82.68
CARGO_329,1859-12-19 02:24:34,1859-12-19 14:47:40,Cogburg,Irondale,83.49
CARGO_329,1859-12-19 14:47:40,1859-12-19 21:48:48,Irondale,Gizbourne,74.94
CARGO_330,1859-12-19 21:48:48,1859-12-20 09:09:37,Gizbourne,Leverstorm,76.32
CARGO_331,1859-11-24 08:00:00,1859-11-24 15:52:46,Leverstorm,Copperhold,72.21
CARGO_332,1859-11-24 15:52:46,1859-11-25 07:01:03,Copperhold,Cogburg,69.16
CARGO_332,1859-11-25 07:01:03,1859-11-26 01:23:10,Cogburg,Steamdrift,69.08
CARGO_333,1859-11-26 01:23:10,1859-11-26 15:20:27,Steamdrift,Cogburg,90.94
CARGO_333,1859-11-26 15:20:27,1859-11-27 01:37:26,Cogburg,Irondale,100.55
CARGO_333,1859-11-27 01:37:26,1859-11-27 08:59:44,Irondale,Leverstorm,85.33
CARGO_334,1859-11-27 08:59:44,1859-11-27 17:10:10,Leverstorm,Irondale,76.95
CARGO_334,1859-11-27 17:10:10,1859-11-28 10:02:59,Irondale,Rustport,77.13
CARGO_335,1859-11-28 10:02:59,1859-11-29 03:53:33,Rustport,Irondale,72.97
CARGO_336,1859-11-29 03:53:33,1859-11-29 20:10:14,Irondale,Rustport,79.99
CARGO_337,1859-11-29 20:10:14,1859-11-30 17:57:49,Rustport,Steamdrift,89.34
CARGO_338,1859-11-30 17:57:49,1859-12-01 21:43:43,Steamdrift,Rustport,70.12
CARGO_339,1859-12-01 21:43:43,1859-12-02 19:41:24,Rustport,Steamdrift,88.66
CARGO_340,1859-12-02 19:41:24,1859-12-03 12:05:36,Steamdrift,Cogburg,77.36
CARGO_340,1859-12-03 12:05:36,1859-12-04 00:11:05,Cogburg,Irondale,85.51
CARGO_341,1859-12-04 00:11:05,1859-12-04 07:33:26,Irondale,Leverstorm,85.32
CARGO_342,1859-12-04 07:33:26,1859-12-04 18:13:31,Leverstorm,Gizbourne,81.18
CARGO_343,1859-12-04 18:13:31,1859-12-05 00:41:14,Gizbourne,Irondale,81.4
CARGO_343,1859-12-05 00:41:14,1859-12-05 05:18:56,Irondale,Copperhold,74.54
CARGO_344,1859-12-05 05:18:56,1859-12-05 21:09:42,Copperhold,Cogburg,66.07
CARGO_344,1859-12-05 21:09:42,1859-12-06 15:18:46,Cogburg,Steamdrift,69.91
CARGO_345,1859-12-06 15:18:46,1859-12-07 08:37:28,Steamdrift,Cogburg,73.3
CARGO_345,1859-12-07 08:37:28,1859-12-07 22:03:30,Cogburg,Irondale,76.97
CARGO_345,1859-12-07 22:03:30,1859-12-08 07:33:42,Irondale,Leverstorm,66.19
CARGO_346,1859-12-08 07:33:42,1859-12-08 19:38:10,Leverstorm,Gizbourne,71.72
CARGO_347,1859-12-08 19:38:10,1859-12-09 07:17:51,Gizbourne,Leverstorm,74.26
CARGO_348,1859-12-09 07:17:51,1859-12-09 20:10:04,Leverstorm,Gizbourne,67.29
CARGO_349,1859-12-09 20:10:04,1859-12-10 02:25:39,Gizbourne,Irondale,84.03
CARGO_349,1859-12-10 02:25:39,1859-12-10 15:22:00,Irondale,Cogburg,79.91
CARGO_349,1859-12-10 15:22:00,1859-12-11 07:37:29,Cogburg,Steamdrift,78.05
CARGO_350,1859-12-11 07:37:29,1859-12-12 00:30:34,Steamdrift,Cogburg,75.16
CARGO_350,1859-12-12 00:30:34,1859-12-12 12:06:38,Cogburg,Irondale,89.13
CARGO_351,1859-12-12 12:06:38,1859-12-13 01:50:14,Irondale,Cogburg,75.33
CARGO_351,1859-12-13 01:50:14,1859-12-13 20:27:09,Cogburg,Steamdrift,68.17
CARGO_352,1859-12-13 20:27:09,1859-12-14 14:28:28,Steamdrift,Cogburg,70.41
CARGO_352,1859-12-14 14:28:28,1859-12-15 02:35:00,Cogburg,Irondale,85.39
CARGO_352,1859-12-15 02:35:00,1859-12-15 08:44:46,Irondale,Gizbourne,85.35
CARGO_353,1859-12-15 08:44:46,1859-12-15 15:50:57,Gizbourne,Irondale,74.05
CARGO_353,1859-12-15 15:50:57,1859-12-15 21:12:16,Irondale,Copperhold,64.42
CARGO_354,1859-12-15 21:12:16,1859-12-16 11:27:51,Copperhold,Cogburg,73.42
CARGO_354,1859-12-16 11:27:51,1859-12-17 04:25:04,Cogburg,Steamdrift,74.85
